locationA,locationB,avg_purchase_to_delivery_days,avg_carrier_to_delivery_days,on_time_delivery,late_delivery,on_time_carrier,late_carrier,punctuality_ratio,total_successful_deliveries
Chiang Mai,Chumphon,16.14814814814815,8.907407407407407,51,3,48,6,0.9444444444444444,54
Chiang Mai,Kalasin,13.98936170212766,9.707446808510639,179,9,171,17,0.9521276595744681,188
Chiang Mai,Kamphaeng Phet,15.868421052631579,9.105263157894736,37,1,33,5,0.9736842105263158,38
Chiang Mai,Kanchanaburi,15.285714285714286,10.285714285714286,6,1,7,0,0.8571428571428571,7
Chiang Mai,Khon Kaen,13.208333333333334,9.483333333333333,106,14,108,12,0.8833333333333333,120
Chiang Mai,Krabi,15.25,10.357142857142858,26,2,24,4,0.9285714285714286,28
Chiang Mai,Lampang,11.842857142857143,6.5285714285714285,68,2,63,7,0.9714285714285714,70
Chiang Mai,Lamphun,18.644444444444446,10.2,43,2,34,11,0.9555555555555556,45
Chiang Mai,Loei,13.78048780487805,10.439024390243903,38,3,40,1,0.926829268292683,41
Chiang Mai,Lop Buri,13.358108108108109,9.736486486486486,138,10,135,13,0.9324324324324325,148
Chiang Mai,Maha Sarakham,15.464646464646465,9.212121212121213,181,17,156,42,0.9141414141414141,198
Chiang Mai,Mukdahan,15.431818181818182,9.079545454545455,80,8,73,15,0.9090909090909091,88
Chiang Mai,Nakhon Nayok,13.013333333333334,7.24,73,2,59,16,0.9733333333333334,75
Chiang Mai,Nakhon Pathom,12.1,8.0,20,0,18,2,1.0,20
Chiang Mai,Nakhon Phanom,14.9438202247191,9.51123595505618,166,12,156,22,0.9325842696629213,178
Chiang Mai,Nakhon Ratchasima,13.847402597402597,8.418831168831169,283,25,270,38,0.9188311688311688,308
Chiang Mai,Nakhon Sawan,13.96,8.04,24,1,23,2,0.96,25
Chiang Mai,Nakhon Si Thammarat,15.55,7.2,18,2,11,9,0.9,20
Chiang Mai,Narathiwat,15.857142857142858,9.0,13,1,9,5,0.9285714285714286,14
Chiang Mai,Nong Khai,13.133333333333333,10.8,39,6,42,3,0.8666666666666667,45
Chiang Mai,Nonthaburi,11.5,6.612903225806452,58,4,54,8,0.9354838709677419,62
Chiang Mai,Pathum Thani,13.298245614035087,8.929824561403509,52,5,51,6,0.9122807017543859,57
Chiang Mai,Pattani,17.0,10.455882352941176,59,9,57,11,0.8676470588235294,68
Chiang Mai,Phangnga,9.272727272727273,5.363636363636363,11,0,10,1,1.0,11
Chiang Mai,Phatthalung,15.076923076923077,9.461538461538462,12,1,9,4,0.9230769230769231,13
Chiang Mai,Phetchaburi,11.826086956521738,6.3478260869565215,21,2,20,3,0.9130434782608695,23
Chiang Mai,Phra Nakhon Si Ayutthaya,11.895348837209303,7.1395348837209305,74,12,72,14,0.8604651162790697,86
Chiang Mai,Phrae,16.424242424242426,8.93939393939394,30,3,27,6,0.9090909090909091,33
Chiang Mai,Phuket,17.375,6.625,7,1,4,4,0.875,8
Chiang Mai,Prachin Buri,11.751824817518248,7.788321167883212,133,4,124,13,0.9708029197080292,137
Chiang Mai,Prachuap Khiri Khan,15.321428571428571,7.0,26,2,20,8,0.9285714285714286,28
Chiang Mai,Ranong,20.916666666666668,15.333333333333334,6,6,10,2,0.5,12
Chiang Mai,Ratchaburi,14.064516129032258,7.161290322580645,30,1,26,5,0.967741935483871,31
Chiang Mai,Rayong,11.5,8.071428571428571,66,4,62,8,0.9428571428571428,70
Chiang Mai,Roi Et,14.656626506024097,8.575301204819278,303,29,277,55,0.9126506024096386,332
Chiang Mai,Sa Kaeo,15.289156626506024,9.63855421686747,76,7,76,7,0.9156626506024096,83
Chiang Mai,Sakon Nakhon,13.748091603053435,8.473282442748092,244,18,222,40,0.9312977099236641,262
Chiang Mai,Samut Prakan,16.476923076923075,10.061538461538461,57,8,50,15,0.8769230769230769,65
Chiang Mai,Samut Sakhon,11.0,5.428571428571429,13,1,10,4,0.9285714285714286,14
Chiang Mai,Samut Songkhram,14.682926829268293,6.2926829268292686,36,5,34,7,0.8780487804878049,41
Chiang Mai,Saraburi,12.13138686131387,9.02919708029197,129,8,130,7,0.9416058394160584,137
Chiang Mai,Satun,12.666666666666666,7.666666666666667,3,0,2,1,1.0,3
Chiang Mai,Si Sa Ket,12.948224852071005,9.1198224852071,626,50,608,68,0.9260355029585798,676
Chiang Mai,Sing Buri,14.75609756097561,11.195121951219512,38,3,36,5,0.926829268292683,41
Chiang Mai,Songkhla,13.619047619047619,6.809523809523809,20,1,16,5,0.9523809523809523,21
Chiang Mai,Sukhothai,12.416666666666666,7.0,12,0,12,0,1.0,12
Chiang Mai,Suphan Buri,11.125,6.25,8,0,8,0,1.0,8
Chiang Mai,Surat Thani,20.933333333333334,13.0,11,4,13,2,0.7333333333333333,15
Chiang Mai,Surin,13.250755287009063,8.50453172205438,311,20,301,30,0.9395770392749244,331
Chiang Mai,Tak,16.333333333333332,9.476190476190476,20,1,21,0,0.9523809523809523,21
Chiang Mai,Trang,10.25,4.75,8,0,6,2,1.0,8
Chiang Mai,Trat,14.36144578313253,10.36144578313253,73,10,73,10,0.8795180722891566,83
Chiang Mai,Ubon Ratchathani,14.788590604026846,9.114093959731544,277,21,257,41,0.9295302013422819,298
Chiang Mai,Udon Thani,12.788235294117648,8.411764705882353,81,4,73,12,0.9529411764705882,85
Chiang Mai,Uthai Thani,11.5,6.8076923076923075,25,1,24,2,0.9615384615384616,26
Chiang Mai,Uttaradit,13.363636363636363,7.878787878787879,31,2,29,4,0.9393939393939394,33
Chiang Mai,Yala,10.0,2.6666666666666665,3,0,3,0,1.0,3
Chiang Mai,Yasothon,13.933333333333334,9.104761904761904,99,6,97,8,0.9428571428571428,105
Chon Buri,Chon Buri,11.12,7.4,22,3,21,4,0.88,25
Chon Buri,Chumphon,13.25,8.8125,15,1,13,3,0.9375,16
Chon Buri,Kalasin,11.911764705882353,8.860294117647058,127,9,125,11,0.9338235294117647,136
Chon Buri,Kamphaeng Phet,9.285714285714286,6.714285714285714,20,1,21,0,0.9523809523809523,21
Chon Buri,Kanchanaburi,8.777777777777779,6.777777777777778,9,0,9,0,1.0,9
Chon Buri,Khon Kaen,14.671875,11.71875,56,8,60,4,0.875,64
Chon Buri,Krabi,19.375,12.125,6,2,6,2,0.75,8
Chon Buri,Lampang,13.225,8.675,38,2,33,7,0.95,40
Chon Buri,Lamphun,10.95,8.95,19,1,19,1,0.95,20
Chon Buri,Loei,14.2,10.133333333333333,29,1,24,6,0.9666666666666667,30
Chon Buri,Lop Buri,14.444444444444445,11.092592592592593,50,4,51,3,0.9259259259259259,54
Chon Buri,Maha Sarakham,14.912621359223301,10.37864077669903,89,14,81,22,0.8640776699029126,103
Chon Buri,Mukdahan,12.862068965517242,7.862068965517241,23,6,27,2,0.7931034482758621,29
Chon Buri,Nakhon Nayok,14.622222222222222,11.311111111111112,40,5,42,3,0.8888888888888888,45
Chon Buri,Nakhon Pathom,13.125,9.75,7,1,6,2,0.875,8
Chon Buri,Nakhon Phanom,9.351648351648352,6.758241758241758,87,4,88,3,0.9560439560439561,91
Chon Buri,Nakhon Ratchasima,12.814569536423841,9.099337748344372,133,18,132,19,0.8807947019867549,151
Chon Buri,Nakhon Sawan,9.571428571428571,5.714285714285714,13,1,13,1,0.9285714285714286,14
Chon Buri,Nakhon Si Thammarat,13.0,10.11111111111111,8,1,9,0,0.8888888888888888,9
Chon Buri,Narathiwat,8.5,5.333333333333333,6,0,5,1,1.0,6
Chon Buri,Nong Khai,12.375,9.666666666666666,23,1,23,1,0.9583333333333334,24
Chon Buri,Nonthaburi,15.333333333333334,10.11111111111111,16,2,16,2,0.8888888888888888,18
Chon Buri,Pathum Thani,11.32,7.36,21,4,22,3,0.84,25
Chon Buri,Pattani,15.357142857142858,10.261904761904763,31,11,36,6,0.7380952380952381,42
Chon Buri,Phangnga,11.5,3.0,3,1,2,2,0.75,4
Chon Buri,Phatthalung,13.3,9.0,8,2,7,3,0.8,10
Chon Buri,Phetchaburi,7.333333333333333,5.833333333333333,6,0,6,0,1.0,6
Chon Buri,Phra Nakhon Si Ayutthaya,10.959183673469388,7.877551020408164,47,2,44,5,0.9591836734693877,49
Chon Buri,Phrae,12.866666666666667,10.0,15,0,14,1,1.0,15
Chon Buri,Phuket,9.25,5.5,4,0,4,0,1.0,4
Chon Buri,Prachin Buri,13.119047619047619,9.833333333333334,77,7,80,4,0.9166666666666666,84
Chon Buri,Prachuap Khiri Khan,8.083333333333334,4.25,12,0,10,2,1.0,12
Chon Buri,Ranong,12.75,9.0,3,1,4,0,0.75,4
Chon Buri,Ratchaburi,17.666666666666668,11.916666666666666,9,3,10,2,0.75,12
Chon Buri,Rayong,13.342105263157896,10.289473684210526,37,1,33,5,0.9736842105263158,38
Chon Buri,Roi Et,11.169491525423728,7.423728813559322,158,19,155,22,0.8926553672316384,177
Chon Buri,Sa Kaeo,11.333333333333334,9.0,34,2,34,2,0.9444444444444444,36
Chon Buri,Sakon Nakhon,12.97841726618705,9.273381294964029,121,18,120,19,0.8705035971223022,139
Chon Buri,Samut Prakan,9.705882352941176,6.470588235294118,34,0,32,2,1.0,34
Chon Buri,Samut Sakhon,6.2,4.0,5,0,5,0,1.0,5
Chon Buri,Samut Songkhram,15.454545454545455,7.454545454545454,11,0,6,5,1.0,11
Chon Buri,Saraburi,14.0625,10.0,75,5,70,10,0.9375,80
Chon Buri,Satun,9.0,6.833333333333333,6,0,6,0,1.0,6
Chon Buri,Si Sa Ket,13.775641025641026,10.185897435897436,272,40,285,27,0.8717948717948718,312
Chon Buri,Sing Buri,11.571428571428571,8.666666666666666,21,0,20,1,1.0,21
Chon Buri,Songkhla,9.5,6.375,8,0,7,1,1.0,8
Chon Buri,Sukhothai,13.166666666666666,8.666666666666666,6,0,6,0,1.0,6
Chon Buri,Suphan Buri,14.6,10.4,5,0,3,2,1.0,5
Chon Buri,Surat Thani,13.5,10.0,2,0,2,0,1.0,2
Chon Buri,Surin,12.216867469879517,9.168674698795181,151,15,156,10,0.9096385542168675,166
Chon Buri,Tak,17.0,12.333333333333334,5,1,6,0,0.8333333333333334,6
Chon Buri,Trang,6.75,3.75,4,0,3,1,1.0,4
Chon Buri,Trat,12.02,8.1,47,3,42,8,0.94,50
Chon Buri,Ubon Ratchathani,10.773972602739725,7.945205479452055,137,9,137,9,0.9383561643835616,146
Chon Buri,Udon Thani,12.571428571428571,7.428571428571429,41,1,35,7,0.9761904761904762,42
Chon Buri,Uthai Thani,12.055555555555555,9.722222222222221,16,2,16,2,0.8888888888888888,18
Chon Buri,Uttaradit,10.291666666666666,6.75,24,0,23,1,1.0,24
Chon Buri,Yala,14.0,12.0,1,0,1,0,1.0,1
Chon Buri,Yasothon,10.641509433962264,7.528301886792453,52,1,48,5,0.9811320754716981,53
Chumphon,Kalasin,13.542857142857143,10.371428571428572,34,1,33,2,0.9714285714285714,35
Chumphon,Khon Kaen,13.857142857142858,11.047619047619047,40,2,42,0,0.9523809523809523,42
Chumphon,Lampang,14.642857142857142,11.642857142857142,13,1,12,2,0.9285714285714286,14
Chumphon,Lamphun,8.666666666666666,6.666666666666667,3,0,3,0,1.0,3
Chumphon,Loei,14.375,10.4375,32,0,26,6,1.0,32
Chumphon,Lop Buri,11.55813953488372,8.418604651162791,40,3,40,3,0.9302325581395349,43
Chumphon,Maha Sarakham,12.659574468085106,9.297872340425531,41,6,42,5,0.8723404255319149,47
Chumphon,Mukdahan,10.5,6.0,16,0,14,2,1.0,16
Chumphon,Nakhon Nayok,14.692307692307692,11.76923076923077,12,1,12,1,0.9230769230769231,13
Chumphon,Nakhon Phanom,10.606060606060606,8.272727272727273,33,0,32,1,1.0,33
Chumphon,Nakhon Ratchasima,13.8,8.709090909090909,53,2,41,14,0.9636363636363636,55
Chumphon,Nong Khai,10.333333333333334,7.611111111111111,18,0,16,2,1.0,18
Chumphon,Nonthaburi,15.153846153846153,10.923076923076923,12,1,9,4,0.9230769230769231,13
Chumphon,Pathum Thani,14.210526315789474,10.473684210526315,17,2,16,3,0.8947368421052632,19
Chumphon,Phra Nakhon Si Ayutthaya,10.818181818181818,7.136363636363637,22,0,20,2,1.0,22
Chumphon,Prachin Buri,11.477272727272727,8.5,43,1,37,7,0.9772727272727273,44
Chumphon,Rayong,15.04,11.88,21,4,24,1,0.84,25
Chumphon,Roi Et,12.7,9.15,55,5,50,10,0.9166666666666666,60
Chumphon,Sa Kaeo,11.8,9.6,5,0,5,0,1.0,5
Chumphon,Sakon Nakhon,11.21875,8.53125,31,1,30,2,0.96875,32
Chumphon,Samut Prakan,9.0,7.444444444444445,18,0,17,1,1.0,18
Chumphon,Saraburi,12.867647058823529,9.970588235294118,64,4,66,2,0.9411764705882353,68
Chumphon,Si Sa Ket,12.963963963963964,9.905405405405405,209,13,204,18,0.9414414414414415,222
Chumphon,Sing Buri,17.833333333333332,11.416666666666666,10,2,9,3,0.8333333333333334,12
Chumphon,Surin,13.94915254237288,10.889830508474576,102,16,107,11,0.864406779661017,118
Chumphon,Trat,11.206896551724139,8.03448275862069,26,3,24,5,0.896551724137931,29
Chumphon,Ubon Ratchathani,15.866666666666667,12.84,67,8,68,7,0.8933333333333333,75
Chumphon,Udon Thani,10.571428571428571,6.8,35,0,32,3,1.0,35
Chumphon,Yasothon,9.75,6.8125,16,0,15,1,1.0,16
Kalasin,Kalasin,13.656716417910447,10.373134328358208,120,14,124,10,0.8955223880597015,134
Kalasin,Kamphaeng Phet,11.232558139534884,7.767441860465116,41,2,38,5,0.9534883720930233,43
Kalasin,Kanchanaburi,11.444444444444445,10.11111111111111,9,0,9,0,1.0,9
Kalasin,Khon Kaen,14.241935483870968,10.943548387096774,109,15,115,9,0.8790322580645161,124
Kalasin,Krabi,13.458333333333334,11.291666666666666,21,3,23,1,0.875,24
Kalasin,Lampang,10.051546391752577,7.298969072164948,93,4,88,9,0.9587628865979382,97
Kalasin,Lamphun,10.86046511627907,8.255813953488373,42,1,42,1,0.9767441860465116,43
Kalasin,Loei,14.283333333333333,11.05,55,5,55,5,0.9166666666666666,60
Kalasin,Lop Buri,11.560283687943262,8.4822695035461,129,12,129,12,0.9148936170212766,141
Kalasin,Maha Sarakham,12.899253731343284,9.690298507462687,235,33,231,37,0.8768656716417911,268
Kalasin,Mukdahan,12.823529411764707,9.152941176470588,78,7,77,8,0.9176470588235294,85
Kalasin,Nakhon Nayok,11.925373134328359,9.104477611940299,64,3,63,4,0.9552238805970149,67
Kalasin,Nakhon Pathom,11.1875,8.46875,31,1,31,1,0.96875,32
Kalasin,Nakhon Phanom,11.207207207207206,8.99099099099099,208,14,206,16,0.9369369369369369,222
Kalasin,Nakhon Ratchasima,12.246913580246913,8.938271604938272,303,21,297,27,0.9351851851851852,324
Kalasin,Nakhon Sawan,10.45,7.5,39,1,37,3,0.975,40
Kalasin,Nakhon Si Thammarat,13.53125,10.53125,27,5,29,3,0.84375,32
Kalasin,Narathiwat,13.708333333333334,10.208333333333334,23,1,22,2,0.9583333333333334,24
Kalasin,Nong Khai,13.375,10.825,36,4,38,2,0.9,40
Kalasin,Nonthaburi,13.226415094339623,9.30188679245283,47,6,50,3,0.8867924528301887,53
Kalasin,Pathum Thani,14.53448275862069,11.10344827586207,54,4,48,10,0.9310344827586207,58
Kalasin,Pattani,9.704918032786885,7.39344262295082,57,4,59,2,0.9344262295081968,61
Kalasin,Phangnga,10.142857142857142,9.285714285714286,7,0,7,0,1.0,7
Kalasin,Phatthalung,9.090909090909092,5.136363636363637,21,1,20,2,0.9545454545454546,22
Kalasin,Phetchaburi,12.5,8.55,20,0,17,3,1.0,20
Kalasin,Phra Nakhon Si Ayutthaya,11.793478260869565,8.576086956521738,89,3,79,13,0.967391304347826,92
Kalasin,Phrae,11.73076923076923,8.384615384615385,23,3,24,2,0.8846153846153846,26
Kalasin,Phuket,8.75,6.416666666666667,12,0,10,2,1.0,12
Kalasin,Prachin Buri,12.782178217821782,9.698019801980198,187,15,186,16,0.9257425742574258,202
Kalasin,Prachuap Khiri Khan,10.89655172413793,7.655172413793103,27,2,24,5,0.9310344827586207,29
Kalasin,Ranong,9.5625,6.875,15,1,14,2,0.9375,16
Kalasin,Ratchaburi,12.93939393939394,9.545454545454545,29,4,29,4,0.8787878787878788,33
Kalasin,Rayong,10.9375,8.1375,77,3,74,6,0.9625,80
Kalasin,Roi Et,11.852777777777778,9.033333333333333,332,28,333,27,0.9222222222222223,360
Kalasin,Sa Kaeo,12.512820512820513,9.115384615384615,67,11,66,12,0.8589743589743589,78
Kalasin,Sakon Nakhon,12.324909747292418,9.678700361010831,249,28,262,15,0.8989169675090253,277
Kalasin,Samut Prakan,10.117647058823529,6.676470588235294,61,7,62,6,0.8970588235294118,68
Kalasin,Samut Sakhon,9.625,5.625,7,1,6,2,0.875,8
Kalasin,Samut Songkhram,12.275,9.75,36,4,38,2,0.9,40
Kalasin,Saraburi,11.556818181818182,8.778409090909092,163,13,164,12,0.9261363636363636,176
Kalasin,Satun,8.25,6.25,4,0,4,0,1.0,4
Kalasin,Si Sa Ket,12.38680465717982,9.209573091849935,713,60,712,61,0.9223803363518758,773
Kalasin,Sing Buri,15.456521739130435,12.934782608695652,39,7,42,4,0.8478260869565217,46
Kalasin,Songkhla,11.833333333333334,8.61111111111111,18,0,16,2,1.0,18
Kalasin,Sukhothai,9.428571428571429,7.285714285714286,7,0,7,0,1.0,7
Kalasin,Suphan Buri,12.818181818181818,10.272727272727273,10,1,11,0,0.9090909090909091,11
Kalasin,Surat Thani,7.7,5.0,10,0,10,0,1.0,10
Kalasin,Surin,13.164921465968586,10.034031413612565,350,32,350,32,0.9162303664921466,382
Kalasin,Tak,11.137931034482758,8.068965517241379,29,0,27,2,1.0,29
Kalasin,Trang,8.76923076923077,6.3076923076923075,13,0,12,1,1.0,13
Kalasin,Trat,14.262135922330097,10.854368932038835,95,8,92,11,0.9223300970873787,103
Kalasin,Ubon Ratchathani,12.002881844380404,9.337175792507205,326,21,328,19,0.9394812680115274,347
Kalasin,Udon Thani,12.023809523809524,8.595238095238095,121,5,117,9,0.9603174603174603,126
Kalasin,Uthai Thani,13.625,11.375,20,4,24,0,0.8333333333333334,24
Kalasin,Uttaradit,10.86111111111111,8.305555555555555,34,2,32,4,0.9444444444444444,36
Kalasin,Yala,9.666666666666666,6.0,3,0,3,0,1.0,3
Kalasin,Yasothon,11.814814814814815,9.166666666666666,101,7,101,7,0.9351851851851852,108
Kamphaeng Phet,Khon Kaen,9.727272727272727,6.2727272727272725,21,1,20,2,0.9545454545454546,22
Kamphaeng Phet,Lampang,9.916666666666666,7.583333333333333,11,1,12,0,0.9166666666666666,12
Kamphaeng Phet,Lamphun,11.0,6.4,5,0,3,2,1.0,5
Kamphaeng Phet,Loei,18.565217391304348,15.391304347826088,16,7,19,4,0.6956521739130435,23
Kamphaeng Phet,Lop Buri,12.113636363636363,9.113636363636363,40,4,42,2,0.9090909090909091,44
Kamphaeng Phet,Maha Sarakham,13.0,10.355555555555556,39,6,42,3,0.8666666666666667,45
Kamphaeng Phet,Mukdahan,12.5,9.9,9,1,8,2,0.9,10
Kamphaeng Phet,Nakhon Nayok,13.833333333333334,11.666666666666666,6,0,6,0,1.0,6
Kamphaeng Phet,Nakhon Phanom,13.81578947368421,10.921052631578947,31,7,32,6,0.8157894736842105,38
Kamphaeng Phet,Nakhon Ratchasima,12.977272727272727,9.727272727272727,39,5,39,5,0.8863636363636364,44
Kamphaeng Phet,Nong Khai,11.25,8.083333333333334,10,2,10,2,0.8333333333333334,12
Kamphaeng Phet,Nonthaburi,13.2,7.6,4,1,4,1,0.8,5
Kamphaeng Phet,Pathum Thani,13.066666666666666,9.8,14,1,12,3,0.9333333333333333,15
Kamphaeng Phet,Phra Nakhon Si Ayutthaya,11.074074074074074,8.037037037037036,26,1,27,0,0.9629629629629629,27
Kamphaeng Phet,Prachin Buri,11.82,8.56,45,5,44,6,0.9,50
Kamphaeng Phet,Rayong,10.294117647058824,6.764705882352941,17,0,14,3,1.0,17
Kamphaeng Phet,Roi Et,11.32,7.78,46,4,46,4,0.92,50
Kamphaeng Phet,Sa Kaeo,11.714285714285714,10.428571428571429,7,0,7,0,1.0,7
Kamphaeng Phet,Sakon Nakhon,11.216216216216216,8.45945945945946,36,1,34,3,0.972972972972973,37
Kamphaeng Phet,Samut Prakan,9.555555555555555,6.0,18,0,18,0,1.0,18
Kamphaeng Phet,Saraburi,13.666666666666666,10.866666666666667,40,5,41,4,0.8888888888888888,45
Kamphaeng Phet,Si Sa Ket,13.336538461538462,10.365384615384615,192,16,190,18,0.9230769230769231,208
Kamphaeng Phet,Sing Buri,9.5,6.583333333333333,12,0,10,2,1.0,12
Kamphaeng Phet,Surin,13.168831168831169,10.03896103896104,68,9,69,8,0.8831168831168831,77
Kamphaeng Phet,Trat,12.333333333333334,8.722222222222221,16,2,17,1,0.8888888888888888,18
Kamphaeng Phet,Ubon Ratchathani,11.340425531914894,8.46808510638298,44,3,41,6,0.9361702127659575,47
Kamphaeng Phet,Udon Thani,15.666666666666666,9.592592592592593,25,2,24,3,0.9259259259259259,27
Kamphaeng Phet,Yasothon,11.866666666666667,9.133333333333333,15,0,14,1,1.0,15
Kanchanaburi,Khon Kaen,24.285714285714285,7.571428571428571,6,1,6,1,0.8571428571428571,7
Kanchanaburi,Lampang,13.0,11.666666666666666,3,0,3,0,1.0,3
Kanchanaburi,Lamphun,19.5,16.0,1,1,2,0,0.5,2
Kanchanaburi,Loei,11.0,8.25,4,0,3,1,1.0,4
Kanchanaburi,Lop Buri,16.0,11.625,7,1,6,2,0.875,8
Kanchanaburi,Maha Sarakham,20.0,12.75,3,1,3,1,0.75,4
Kanchanaburi,Mukdahan,8.2,5.8,5,0,5,0,1.0,5
Kanchanaburi,Nakhon Nayok,10.333333333333334,8.444444444444445,9,0,9,0,1.0,9
Kanchanaburi,Nakhon Phanom,10.333333333333334,7.0,9,0,9,0,1.0,9
Kanchanaburi,Nakhon Ratchasima,9.181818181818182,6.363636363636363,11,0,8,3,1.0,11
Kanchanaburi,Nong Khai,13.0,12.0,1,0,1,0,1.0,1
Kanchanaburi,Nonthaburi,6.0,2.8,5,0,5,0,1.0,5
Kanchanaburi,Pathum Thani,15.0,12.714285714285714,6,1,7,0,0.8571428571428571,7
Kanchanaburi,Phra Nakhon Si Ayutthaya,7.25,5.75,4,0,4,0,1.0,4
Kanchanaburi,Prachin Buri,13.2,10.1,10,0,10,0,1.0,10
Kanchanaburi,Rayong,8.0,4.75,4,0,3,1,1.0,4
Kanchanaburi,Roi Et,9.555555555555555,7.148148148148148,27,0,26,1,1.0,27
Kanchanaburi,Sa Kaeo,8.0,6.0,1,0,1,0,1.0,1
Kanchanaburi,Sakon Nakhon,11.88888888888889,9.333333333333334,9,0,9,0,1.0,9
Kanchanaburi,Samut Prakan,12.5,11.5,1,1,2,0,0.5,2
Kanchanaburi,Saraburi,13.95,11.2,19,1,19,1,0.95,20
Kanchanaburi,Si Sa Ket,16.132075471698112,12.037735849056604,46,7,45,8,0.8679245283018868,53
Kanchanaburi,Sing Buri,7.0,5.75,4,0,4,0,1.0,4
Kanchanaburi,Surin,11.310344827586206,9.03448275862069,28,1,29,0,0.9655172413793104,29
Kanchanaburi,Trat,7.5,5.166666666666667,6,0,6,0,1.0,6
Kanchanaburi,Ubon Ratchathani,14.346153846153847,11.73076923076923,25,1,26,0,0.9615384615384616,26
Kanchanaburi,Udon Thani,8.5,4.0,2,0,2,0,1.0,2
Kanchanaburi,Yasothon,10.4,8.2,5,0,5,0,1.0,5
Khon Kaen,Khon Kaen,10.75,8.041666666666666,23,1,21,3,0.9583333333333334,24
Khon Kaen,Krabi,7.333333333333333,5.866666666666666,15,0,15,0,1.0,15
Khon Kaen,Lampang,11.06,7.98,47,3,44,6,0.94,50
Khon Kaen,Lamphun,11.03125,7.53125,32,0,29,3,1.0,32
Khon Kaen,Loei,6.8,4.1,19,1,17,3,0.95,20
Khon Kaen,Lop Buri,10.5,7.482142857142857,54,2,48,8,0.9642857142857143,56
Khon Kaen,Maha Sarakham,12.08148148148148,9.4,116,19,124,11,0.8592592592592593,135
Khon Kaen,Mukdahan,9.85483870967742,7.193548387096774,60,2,60,2,0.967741935483871,62
Khon Kaen,Nakhon Nayok,11.282051282051283,8.282051282051283,36,3,37,2,0.9230769230769231,39
Khon Kaen,Nakhon Pathom,10.227272727272727,7.681818181818182,19,3,20,2,0.8636363636363636,22
Khon Kaen,Nakhon Phanom,10.054263565891473,7.162790697674419,124,5,116,13,0.9612403100775194,129
Khon Kaen,Nakhon Ratchasima,13.211822660098521,9.793103448275861,171,32,187,16,0.8423645320197044,203
Khon Kaen,Nakhon Sawan,13.807692307692308,9.73076923076923,24,2,25,1,0.9230769230769231,26
Khon Kaen,Nakhon Si Thammarat,5.25,3.375,8,0,8,0,1.0,8
Khon Kaen,Narathiwat,10.272727272727273,7.7272727272727275,11,0,9,2,1.0,11
Khon Kaen,Nong Khai,10.428571428571429,7.285714285714286,13,1,11,3,0.9285714285714286,14
Khon Kaen,Nonthaburi,10.576923076923077,6.653846153846154,22,4,23,3,0.8461538461538461,26
Khon Kaen,Pathum Thani,11.772727272727273,8.590909090909092,21,1,18,4,0.9545454545454546,22
Khon Kaen,Pattani,9.394736842105264,7.2894736842105265,36,2,37,1,0.9473684210526315,38
Khon Kaen,Phangnga,16.166666666666668,11.0,5,1,6,0,0.8333333333333334,6
Khon Kaen,Phatthalung,17.2,13.8,8,2,10,0,0.8,10
Khon Kaen,Phetchaburi,8.466666666666667,4.8,14,1,13,2,0.9333333333333333,15
Khon Kaen,Phra Nakhon Si Ayutthaya,7.2926829268292686,5.365853658536586,40,1,39,2,0.975609756097561,41
Khon Kaen,Phrae,10.125,7.375,16,0,16,0,1.0,16
Khon Kaen,Phuket,6.0,3.5,2,0,2,0,1.0,2
Khon Kaen,Prachin Buri,11.21875,7.739583333333333,89,7,83,13,0.9270833333333334,96
Khon Kaen,Prachuap Khiri Khan,11.166666666666666,8.055555555555555,15,3,16,2,0.8333333333333334,18
Khon Kaen,Ranong,5.5,3.1666666666666665,6,0,5,1,1.0,6
Khon Kaen,Ratchaburi,10.48,8.08,23,2,24,1,0.92,25
Khon Kaen,Rayong,10.90625,8.375,28,4,30,2,0.875,32
Khon Kaen,Roi Et,10.768907563025211,7.9411764705882355,223,15,224,14,0.9369747899159664,238
Khon Kaen,Sa Kaeo,11.8125,7.458333333333333,40,8,44,4,0.8333333333333334,48
Khon Kaen,Sakon Nakhon,10.92,8.6,141,9,143,7,0.94,150
Khon Kaen,Samut Prakan,12.0,9.5,28,2,30,0,0.9333333333333333,30
Khon Kaen,Samut Sakhon,11.4375,6.0625,16,0,15,1,1.0,16
Khon Kaen,Samut Songkhram,10.89655172413793,7.689655172413793,26,3,25,4,0.896551724137931,29
Khon Kaen,Saraburi,9.225352112676056,6.661971830985915,67,4,68,3,0.9436619718309859,71
Khon Kaen,Satun,8.285714285714286,5.571428571428571,7,0,6,1,1.0,7
Khon Kaen,Si Sa Ket,11.832402234636872,8.932960893854748,328,30,324,34,0.9162011173184358,358
Khon Kaen,Sing Buri,7.565217391304348,5.608695652173913,22,1,23,0,0.9565217391304348,23
Khon Kaen,Songkhla,8.25,5.666666666666667,11,1,12,0,0.9166666666666666,12
Khon Kaen,Sukhothai,8.857142857142858,6.428571428571429,6,1,7,0,0.8571428571428571,7
Khon Kaen,Suphan Buri,17.555555555555557,14.777777777777779,6,3,9,0,0.6666666666666666,9
Khon Kaen,Surat Thani,6.0,6.0,1,0,1,0,1.0,1
Khon Kaen,Surin,11.379310344827585,8.068965517241379,162,12,163,11,0.9310344827586207,174
Khon Kaen,Tak,9.416666666666666,7.25,12,0,12,0,1.0,12
