object_id,shape,admin0_name_en,admin0_name_th,admin0_pcode,admin1_name_en,admin1_name_th,admin1_pcode,admin2_name_en,admin2_name_th,admin2_pcode,admin3_name_en,admin3_name_th,admin3_pcode,shape_length,shape_area
1,Polygon,Thailand,ประเทศไทย,TH,Loei,เลย,TH42,Tha Li,ท่าลี่,TH4208,A Hi,อาฮี,TH420803,0.360041,0.005078
2,Polygon,Thailand,ประเทศไทย,TH,Pattani,ปัตตานี,TH94,Mueang Pattani,เมืองปัตตานี,TH9401,A Noru,อาเนาะรู,TH940102,0.0449,0.00012
3,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Buachet,บัวเชด,TH3213,A Phon,อาโพน,TH321305,0.365838,0.004086
4,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Raman,รามัน,TH9506,A Song,อาซ่อง,TH950615,0.314589,0.003177
5,Polygon,Thailand,ประเทศไทย,TH,Nan,น่าน,TH55,Wiang Sa,เวียงสา,TH5507,Ai Na Lai,อ่ายนาไลย,TH550711,1.102764,0.014955
6,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Betong,เบตง,TH9502,Aiyoe Weng,อัยเยอร์เวง,TH950204,1.563061,0.053698
7,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Pho Chai,โพธิ์ชัย,TH4508,Ak Khakham,อัคคะคำ,TH450804,0.326121,0.004442
8,Polygon,Thailand,ประเทศไทย,TH,Sakon Nakhon,สกลนคร,TH47,Akat Amnuai,อากาศอำนวย,TH4711,Akat,อากาศ,TH471101,0.569273,0.007845
9,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Phak Hai,ผักไห่,TH1408,Ammarit,อมฤต,TH140802,0.096707,0.000504
10,Polygon,Thailand,ประเทศไทย,TH,Amnat Charoen,อำนาจเจริญ,TH37,Lue Amnat,ลืออำนาจ,TH3707,Amnat,อำนาจ,TH370701,0.259003,0.00222
11,Polygon,Thailand,ประเทศไทย,TH,Samut Sakhon,สมุทรสาคร,TH74,Ban Phaeo,บ้านแพ้ว,TH7403,Amphaeng,อำแพง,TH740310,0.249443,0.002069
12,Polygon,Thailand,ประเทศไทย,TH,Samut Songkhram,สมุทรสงคราม,TH75,Amphawa,อัมพวา,TH7503,Amphawa,อัมพวา,TH750301,0.107978,0.000271
13,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Pak Tho,ปากท่อ,TH7008,Ang Hin,อ่างหิน,TH700808,0.604933,0.011599
14,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Pho Thong,โพธิ์ทอง,TH1504,Ang Kaeo,อ่างแก้ว,TH150401,0.147032,0.000848
15,Polygon,Thailand,ประเทศไทย,TH,Chanthaburi,จันทบุรี,TH22,Makham,มะขาม,TH2205,Ang Khiri,อ่างคีรี,TH220508,0.266434,0.004121
16,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Mueang Chon Buri,เมืองชลบุรี,TH2001,Ang Sila,อ่างศิลา,TH200117,0.101624,0.000438
17,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Phibun Mangsahan,พิบูลมังสาหาร,TH3419,Ang Sila,อ่างศิลา,TH341914,0.449272,0.00517
18,Polygon,Thailand,ประเทศไทย,TH,Phayao,พะเยา,TH56,Chiang Kham,เชียงคำ,TH5603,Ang Thong,อ่างทอง,TH560313,0.626458,0.009306
19,Polygon,Thailand,ประเทศไทย,TH,Nakhon Sawan,นครสวรรค์,TH60,Banphot Phisai,บรรพตพิสัย,TH6005,Ang Thong,อ่างทอง,TH600504,0.268903,0.002891
20,Polygon,Thailand,ประเทศไทย,TH,Kamphaeng Phet,กำแพงเพชร,TH62,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,TH6201,Ang Thong,อ่างทอง,TH620103,1.034954,0.01761
21,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ang Thong,อ่างทอง,TH700108,0.226008,0.001486
22,Polygon,Thailand,ประเทศไทย,TH,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thap Sakae,ทับสะแก,TH7703,Ang Thong,อ่างทอง,TH770302,0.609806,0.008773
23,Polygon,Thailand,ประเทศไทย,TH,Surat Thani,สุราษฎร์ธานี,TH84,Ko Samui,เกาะสมุย,TH8404,Ang Thong,อ่างทอง,TH840401,1.168718,0.005146
24,Polygon,Thailand,ประเทศไทย,TH,Phatthalung,พัทลุง,TH93,Srinagarindra,ศรีนครินทร์,TH9311,Ang Thong,อ่างทอง,TH931103,0.220536,0.001771
25,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Bang Khen,บางเขน,TH1005,Anusawari,อนุสาวรีย์,TH100502,0.174592,0.00151
26,Polygon,Thailand,ประเทศไทย,TH,Krabi,กระบี่,TH81,Ao Luek,อ่าวลึก,TH8105,Ao Luek Noi,อ่าวลึกน้อย,TH810505,0.469273,0.004555
27,Polygon,Thailand,ประเทศไทย,TH,Krabi,กระบี่,TH81,Ao Luek,อ่าวลึก,TH8105,Ao Luek Nuea,อ่าวลึกเหนือ,TH810506,0.413648,0.006069
28,Polygon,Thailand,ประเทศไทย,TH,Krabi,กระบี่,TH81,Ao Luek,อ่าวลึก,TH8105,Ao Luek Tai,อ่าวลึกใต้,TH810501,0.5259,0.007167
29,Polygon,Thailand,ประเทศไทย,TH,Krabi,กระบี่,TH81,Mueang Krabi,เมืองกระบี่,TH8101,Ao Nang,อ่าวนาง,TH810116,0.892315,0.005019
30,Polygon,Thailand,ประเทศไทย,TH,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Mueang Prachuap Khiri Khan,เมืองประจวบคีรีข,TH7701,Ao Noi,อ่าวน้อย,TH770105,0.887148,0.028767
31,Polygon,Thailand,ประเทศไทย,TH,Trang,ตรัง,TH92,Wang Wiset,วังวิเศษ,TH9207,Ao Tong,อ่าวตง,TH920703,0.677909,0.015503
32,Polygon,Thailand,ประเทศไทย,TH,Trat,ตราด,TH23,Mueang Trat,เมืองตราด,TH2301,Ao Yai,อ่าวใหญ่,TH230106,0.273783,0.001683
33,Polygon,Thailand,ประเทศไทย,TH,Surat Thani,สุราษฎร์ธานี,TH84,Khian Sa,เคียนซา,TH8414,Aranyakham Wari,อรัญคามวารี,TH841404,0.735998,0.009125
34,Polygon,Thailand,ประเทศไทย,TH,Sa Kaeo,สระแก้ว,TH27,Aranyaprathet,อรัญประเทศ,TH2706,Aranyaprathet,อรัญประเทศ,TH270601,0.212176,0.000792
35,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Aranyik,อรัญญิก,TH650117,0.346054,0.002511
36,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Bangkok Noi,บางกอกน้อย,TH1020,Arun Ammarin,อรุณอมรินทร์,TH102009,0.07932,0.000253
37,Polygon,Thailand,ประเทศไทย,TH,Nakhon Nayok,นครนายก,TH26,Ban Na,บ้านนา,TH2603,Asa,อาษา,TH260304,0.289229,0.001046
38,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,At Samat,อาจสามารถ,TH4514,At Samat,อาจสามารถ,TH451401,0.330243,0.005182
39,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,At Samat,อาจสามารถ,TH480107,0.359554,0.003258
40,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Tha Tum,ท่าตูม,TH3203,Ba,บะ,TH320306,0.579159,0.006676
41,Polygon,Thailand,ประเทศไทย,TH,Narathiwat,นราธิวาส,TH96,Ra-Ngae,ระแงะ,TH9605,Ba-Ngo Sato,บาโงสะโต,TH960508,0.210825,0.001934
42,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Raman,รามัน,TH9506,Ba-Ngoi,บาโงย,TH950611,0.136543,0.00094
43,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Yaha,ยะหา,TH9505,Ba-Ngoi Sinae,บาโงยซิแน,TH950507,0.13552,0.001172
44,Polygon,Thailand,ประเทศไทย,TH,Trang,ตรัง,TH92,Hat Samran,หาดสำราญ,TH9210,Ba Wi,บ้าหวี,TH921002,0.343969,0.004487
45,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Bannang Sata,บันนังสตา,TH9503,Bacho,บาเจาะ,TH950302,0.360023,0.005466
46,Polygon,Thailand,ประเทศไทย,TH,Narathiwat,นราธิวาส,TH96,Bacho,บาเจาะ,TH9603,Bacho,บาเจาะ,TH960301,0.260323,0.002851
47,Polygon,Thailand,ประเทศไทย,TH,Sakon Nakhon,สกลนคร,TH47,Phanna Nikhom,พรรณานิคม,TH4704,Bahi,บะฮี,TH470409,0.574925,0.007749
48,Polygon,Thailand,ประเทศไทย,TH,Songkhla,สงขลา,TH90,Saba Yoi,สะบ้าย้อย,TH9006,Bahoi,บาโหย,TH900608,0.759065,0.017896
49,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Phanom Dong Rak,พนมดงรัก,TH3214,Bak Dai,บักได,TH321401,0.473279,0.011346
50,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Khun Han,ขุนหาญ,TH3308,Bak Dong,บักดอง,TH330802,0.850507,0.024807
51,Polygon,Thailand,ประเทศไทย,TH,Yasothon,ยโสธร,TH35,Maha Chana Chai,มหาชนะชัย,TH3506,Bak Ruea,บากเรือ,TH350605,0.306234,0.003486
52,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Kabang,กาบัง,TH9507,Bala,บาละ,TH950702,0.964196,0.020871
53,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Raman,รามัน,TH9506,Balo,บาลอ,TH950610,0.242177,0.002242
54,Polygon,Thailand,ประเทศไทย,TH,Pattani,ปัตตานี,TH94,Yaring,ยะหริ่ง,TH9409,Baloi,บาโลย,TH940913,0.121896,0.000768
55,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Doi Tao,ดอยเต่า,TH5017,Ban Aen,บ้านแอ่น,TH501704,0.226709,0.001975
56,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Si Somdet,ศรีสมเด็จ,TH4516,Ban Bak,บ้านบาก,TH451608,0.136322,0.000941
57,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Don Tan,ดอนตาล,TH4903,Ban Bak,บ้านบาก,TH490305,0.591957,0.006161
58,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Pom Prap Sattru Phai,ป้อมปราบศัตรูพ่า,TH1008,Ban Bat,บ้านบาตร,TH100804,0.027559,0.000034
59,Polygon,Thailand,ประเทศไทย,TH,Samut Sakhon,สมุทรสาคร,TH74,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Ban Bo,บ้านบ่อ,TH740104,0.207876,0.001394
60,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Tha Wung,ท่าวุ้ง,TH1605,Ban Boek,บ้านเบิก,TH160510,0.308223,0.002747
61,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Mae Tha,แม่ทะ,TH5210,Ban Bom,บ้านบอม,TH521005,0.389277,0.005231
62,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Mueang Buri Ram,เมืองบุรีรัมย์,TH3101,Ban Bua,บ้านบัว,TH310104,0.467651,0.004189
63,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Kaset Sombun,เกษตรสมบูรณ์,TH3604,Ban Bua,บ้านบัว,TH360410,0.350251,0.003671
64,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Ban Bueng,บ้านบึง,TH2002,Ban Bueng,บ้านบึง,TH200201,0.375693,0.004603
65,Polygon,Thailand,ประเทศไทย,TH,Uthai Thani,อุทัยธานี,TH61,Ban Rai,บ้านไร่,TH6106,Ban Bueng,บ้านบึง,TH610611,0.373448,0.00531
66,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Ban Kha,บ้านคา,TH7010,Ban Bueng,บ้านบึง,TH701002,1.506369,0.049504
67,Polygon,Thailand,ประเทศไทย,TH,Phichit,พิจิตร,TH66,Mueang Phichit,เมืองพิจิตร,TH6601,Ban Bung,บ้านบุ่ง,TH660110,0.365485,0.004828
68,Polygon,Thailand,ประเทศไทย,TH,Sing Buri,สิงห์บุรี,TH17,Bang Rachan,บางระจัน,TH1702,Ban Cha,บ้านจ่า,TH170206,0.186129,0.00161
69,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Chulabhorn,จุฬาภรณ์,TH8019,Ban Cha-Uat,บ้านชะอวด,TH801902,0.207744,0.001512
70,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,At Samat,อาจสามารถ,TH4514,Ban Chaeng,บ้านแจ้ง,TH451403,0.267492,0.001747
71,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Ban Dung,บ้านดุง,TH4111,Ban Chai,บ้านชัย,TH411107,0.417877,0.006793
72,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Mueang Udon Thani,เมืองอุดรธานี,TH4101,Ban Chan,บ้านจั่น,TH410117,0.455582,0.003686
73,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Ban Dung,บ้านดุง,TH4111,Ban Chan,บ้านจันทน์,TH411106,0.868833,0.00866
74,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Galyani Vadhana,กัลยาณิวัฒนา,TH5025,Ban Chan,บ้านจันทร์,TH502501,0.785321,0.016075
75,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Phutthaisong,พุทไธสง,TH3109,Ban Chan,บ้านจาน,TH310903,0.439882,0.004449
76,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Sangkha,สังขะ,TH3210,Ban Chan,บ้านจารย์,TH321008,0.427113,0.006264
77,Polygon,Thailand,ประเทศไทย,TH,Pathum Thani,ปทุมธานี,TH13,Mueang Pathum Thani,เมืองปทุมธานี,TH1301,Ban Chang,บ้านฉาง,TH130104,0.182119,0.000791
78,Polygon,Thailand,ประเทศไทย,TH,Rayong,ระยอง,TH21,Ban Chang,บ้านฉาง,TH2102,Ban Chang,บ้านฉาง,TH210203,0.375527,0.005169
79,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Uthai,อุทัย,TH1414,Ban Chang,บ้านช้าง,TH141402,0.158631,0.000886
80,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Phanat Nikhom,พนัสนิคม,TH2006,Ban Chang,บ้านช้าง,TH200618,0.236514,0.001098
81,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Mae Taeng,แม่แตง,TH5006,Ban Chang,บ้านช้าง,TH500611,0.27488,0.003318
82,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Song Phi Nong,สองพี่น้อง,TH7207,Ban Chang,บ้านช้าง,TH720709,0.35779,0.00252
83,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Bangkok Noi,บางกอกน้อย,TH1020,Ban Chang Lo,บ้านช่างหล่อ,TH102005,0.062161,0.000193
84,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Ban Mi,บ้านหมี่,TH1606,Ban Chi,บ้านชี,TH160605,0.232046,0.002722
85,Polygon,Thailand,ประเทศไทย,TH,Chai Nat,ชัยนาท,TH18,Hankha,หันคา,TH1806,Ban Chian,บ้านเชี่ยน,TH180602,0.389996,0.004679
86,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Phakdi Chumphon,ภักดีชุมพล,TH3614,Ban Chiang,บ้านเจียง,TH361401,1.095334,0.016984
87,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Nong Han,หนองหาน,TH4106,Ban Chiang,บ้านเชียง,TH410609,0.373009,0.005076
88,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Ku Kaeo,กู่แก้ว,TH4124,Ban Chiet,บ้านจีต,TH412401,0.374835,0.003499
89,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Sangkha,สังขะ,TH3210,Ban Chop,บ้านชบ,TH321015,0.515686,0.005834
90,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Bamnet Narong,บำเหน็จณรงค์,TH3607,Ban Chuan,บ้านชวน,TH360701,0.844643,0.007734
91,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Nakhon Luang,นครหลวง,TH1403,Ban Chung,บ้านชุ้ง,TH140304,0.202877,0.001878
92,Polygon,Thailand,ประเทศไทย,TH,Nakhon Sawan,นครสวรรค์,TH60,Banphot Phisai,บรรพตพิสัย,TH6005,Ban Daen,บ้านแดน,TH600505,0.457035,0.005451
93,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Trakan Phuet Phon,ตระการพืชผล,TH3411,Ban Daeng,บ้านแดง,TH341122,0.232218,0.002309
94,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Phibun Rak,พิบูลย์รักษ์,TH4123,Ban Daeng,บ้านแดง,TH412301,0.49464,0.005469
95,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Mae Sai,แม่สาย,TH5709,Ban Dai,บ้านด้าย,TH570908,0.327153,0.002923
96,Polygon,Thailand,ประเทศไทย,TH,Sa Kaeo,สระแก้ว,TH27,Aranyaprathet,อรัญประเทศ,TH2706,Ban Dan,บ้านด่าน,TH270613,0.409436,0.00341
97,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Ban Dan,บ้านด่าน,TH3121,Ban Dan,บ้านด่าน,TH312101,0.378186,0.004367
98,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,Ban Dan,บ้านด่าน,TH530111,0.285483,0.002893
99,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Ban Dan Lan Hoi,บ้านด่านลานหอย,TH6402,Ban Dan,บ้านด่าน,TH640202,0.670709,0.008026
100,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,Ban Dan Na Kham,บ้านด่านนาขาม,TH530110,0.756862,0.015271
101,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Phichai,พิชัย,TH5307,Ban Dara,บ้านดารา,TH530702,0.279846,0.003657
102,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Phu Khiao,ภูเขียว,TH3610,Ban Don,บ้านดอน,TH361011,0.393767,0.004302
103,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,U Thong,อู่ทอง,TH7209,Ban Don,บ้านดอน,TH720904,0.289508,0.002679
104,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Ubolratana,อุบลรัตน์,TH4008,Ban Dong,บ้านดง,TH400802,0.478907,0.008073
105,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Mae Mo,แม่เมาะ,TH5202,Ban Dong,บ้านดง,TH520201,0.986496,0.020986
106,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Chat Trakan,ชาติตระการ,TH6503,Ban Dong,บ้านดง,TH650304,1.13466,0.02967
107,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Na Pho,นาโพธิ์,TH3113,Ban Du,บ้านดู่,TH311303,0.343649,0.003593
108,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,At Samat,อาจสามารถ,TH4514,Ban Du,บ้านดู่,TH451410,0.238695,0.002467
109,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Mueang Chiang Rai,เมืองเชียงราย,TH5701,Ban Du,บ้านดู่,TH570103,0.382767,0.005533
110,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Kaset Sombun,เกษตรสมบูรณ์,TH3604,Ban Duea,บ้านเดื่อ,TH360403,0.544217,0.010935
111,Polygon,Thailand,ประเทศไทย,TH,Nong Khai,หนองคาย,TH43,Mueang Nong Khai,เมืองหนองคาย,TH4301,Ban Duea,บ้านเดื่อ,TH430109,0.366876,0.003248
112,Polygon,Thailand,ประเทศไทย,TH,Nong Khai,หนองคาย,TH43,Tha Bo,ท่าบ่อ,TH4302,Ban Duea,บ้านเดื่อ,TH430205,0.33567,0.003441
113,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Ban Dung,บ้านดุง,TH4111,Ban Dung,บ้านดุง,TH411102,0.674347,0.007499
114,Polygon,Thailand,ประเทศไทย,TH,Nan,น่าน,TH55,Ban Luang,บ้านหลวง,TH5503,Ban Fa,บ้านฟ้า,TH550301,0.54959,0.012597
115,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Nam Pat,น้ำปาด,TH5304,Ban Fai,บ้านฝาย,TH530402,0.727245,0.013971
116,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Ban Fang,บ้านฝาง,TH4002,Ban Fang,บ้านฝาง,TH400206,0.491806,0.003882
117,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Kranuan,กระนวน,TH4009,Ban Fang,บ้านฝาง,TH400907,0.357564,0.004292
118,Polygon,Thailand,ประเทศไทย,TH,Nong Khai,หนองคาย,TH43,Sakhrai,สระใคร,TH4314,Ban Fang,บ้านฝาง,TH431403,0.532606,0.008697
119,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Kaset Wisai,เกษตรวิสัย,TH4502,Ban Fang,บ้านฝาง,TH450206,0.342956,0.003327
120,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ban Hae,บ้านแห,TH150105,0.112574,0.000333
121,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Ngao,งาว,TH5205,Ban Haeng,บ้านแหง,TH520508,0.723366,0.013068
122,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Ban Haet,บ้านแฮด,TH4024,Ban Haet,บ้านแฮด,TH402401,0.426762,0.005057
123,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Sikhio,สีคิ้ว,TH3020,Ban Han,บ้านหัน,TH302002,0.38309,0.002653
124,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Kaset Sombun,เกษตรสมบูรณ์,TH3604,Ban Han,บ้านหัน,TH360402,0.67984,0.00839
125,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Non Sila,โนนศิลา,TH4025,Ban Han,บ้านหัน,TH402503,0.423532,0.006448
126,Polygon,Thailand,ประเทศไทย,TH,Songkhla,สงขลา,TH90,Bang Klam,บางกล่ำ,TH9014,Ban Han,บ้านหาร,TH901404,0.120906,0.000833
127,Polygon,Thailand,ประเทศไทย,TH,Phetchaburi,เพชรบุรี,TH76,Ban Lat,บ้านลาด,TH7606,Ban Hat,บ้านหาด,TH760602,0.146207,0.000647
128,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Sang Khom,สร้างคอม,TH4120,Ban Hin Ngom,บ้านหินโงม,TH412006,0.345264,0.003296
129,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Uthai,อุทัย,TH1414,Ban Hip,บ้านหีบ,TH141404,0.233562,0.001796
130,Polygon,Thailand,ประเทศไทย,TH,Prachin Buri,ปราจีนบุรี,TH25,Prachantakham,ประจันตคาม,TH2507,Ban Hoi,บ้านหอย,TH250703,0.284204,0.001859
131,Polygon,Thailand,ประเทศไทย,TH,Lamphun,ลำพูน,TH51,Ban Hong,บ้านโฮ่ง,TH5103,Ban Hong,บ้านโฮ่ง,TH510301,0.412844,0.006756
132,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Ngao,งาว,TH5205,Ban Huat,บ้านหวด,TH520509,0.942896,0.027052
133,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ban It,บ้านอิฐ,TH150108,0.115778,0.000753
134,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Tron,ตรอน,TH5302,Ban Kaeng,บ้านแก่ง,TH530202,0.401476,0.003519
135,Polygon,Thailand,ประเทศไทย,TH,Nakhon Sawan,นครสวรรค์,TH60,Mueang Nakhon Sawan,เมืองนครสวรรค์,TH6001,Ban Kaeng,บ้านแก่ง,TH600111,0.276871,0.002631
136,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Si Satchanalai,ศรีสัชนาลัย,TH6405,Ban Kaeng,บ้านแก่ง,TH640510,1.423063,0.040719
137,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH1913,Ban Kaeng,บ้านแก้ง,TH191302,0.220253,0.001354
138,Polygon,Thailand,ประเทศไทย,TH,Sa Kaeo,สระแก้ว,TH27,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Ban Kaeng,บ้านแก้ง,TH270102,0.701619,0.00957
139,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Phu Khiao,ภูเขียว,TH3610,Ban Kaeng,บ้านแก้ง,TH361004,0.709198,0.010129
140,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Kaeng Khro,แก้งคร้อ,TH3612,Ban Kaeng,บ้านแก้ง,TH361204,0.425291,0.004971
141,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Na Kae,นาแก,TH4807,Ban Kaeng,บ้านแก้ง,TH480712,0.392117,0.005311
142,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Don Tan,ดอนตาล,TH4903,Ban Kaeng,บ้านแก้ง,TH490307,0.240284,0.002246
